UF,Código IBGE,Entidade,"Receita da contribuição de estados e
municípios ao Fundeb","Complementação
VAAF","Complementação
VAAT","Complementação
VAAR","Complementação da
União Total","Total das receitas
previstas"
PI,2200103,AGRICOLANDIA,"6 .381.167,54","2.106.381,53","4.525.346,45",-,"6 .631.727,98","13.012.895,52"
PI,2200202,AGUA BRANCA,"2 0.206.684,90","6 .670.094,07","1 1.180.462,94","1 .666.660,27","19.517.217,28","39.723.902,18"
PI,2200251,ALAGOINHA DO PIAUI,"5 .043.541,62","1.664.839,99","2.376.468,86","4 20.689,77","4.461.998,62","9.505.540,24"
PI,2200277,ALEGRETE DO PIAUI,"5 .322.630,86","1.756.965,52","2.551.242,26","4 77.981,65","4.786.189,43","10.108.820,29"
PI,2200301,ALTO LONGA,"9 .503.460,89","3.137.030,07","2.081.471,71","9 13.171,17","6.131.672,95","15.635.133,84"
PI,2200400,ALTOS,"5 6.724.443,20","18.724.366,43","39.414.414,67","4 .684.978,39","62.823.759,49","119.548.202,69"
PI,2200459,ALVORADA DO GURGUEIA,"7 .399.396,05","2.442.492,08","3.035.938,72","4 74.105,56","5.952.536,36","13.351.932,41"
PI,2200509,AMARANTE,"2 4.370.229,04","8 .044.452,67","1 3.782.871,20","1 .740.133,07","23.567.456,94","47.937.685,98"
PI,2200608,ANGICAL DO PIAUI,"6 .685.888,47","2.206.967,91","4.049.748,35","7 57.534,24","7.014.250,50","13.700.138,97"
PI,2200707,ANISIO DE ABREU,"1 2.038.422,73","3 .973.804,34","6.579.142,95","1.217.334,29","11.770.281,58","23.808.704,31"
PI,2200806,ANTONIO ALMEIDA,"3 .626.846,76","1.197.198,32","1 64.643,27","361.779,02","1.723.620,61","5.350.467,37"
PI,2200905,AROAZES,"6 .466.391,83","2.134.513,50","3.367.766,02",-,"5 .502.279,52","11.968.671,35"
PI,2200954,AROEIRAS DO ITAIM,"3 .602.433,28","1.189.139,59","9 29.278,60",-,"2 .118.418,19","5.720.851,47"
PI,2201002,ARRAIAL,"7 .176.615,40","2.368.953,64","3.276.845,68","3 21.815,81","5.967.615,13","13.144.230,53"
PI,2201051,ASSUNCAO DO PIAUI,"1 1.629.355,79","3 .838.774,02","4.788.002,00",-,"8 .626.776,02","20.256.131,81"
PI,2201101,AVELINO LOPES,"1 0.879.640,85","3 .591.298,05","1.385.866,30",-,"4 .977.164,35","15.856.805,20"
PI,2201150,BAIXA GRANDE DO RIBEIRO,"2 5.656.019,69","8 .468.883,72","1 4.504.762,10","1 .011.344,54","23.984.990,36","49.641.010,05"
PI,2201176,BARRA DALCANTARA,"4 .229.357,67","1.396.083,21","1.460.661,87","4 00.052,23","3.256.797,31","7.486.154,98"
PI,2201200,BARRAS,"7 7.650.422,46","25.631.894,85","58.012.154,66","5 .726.920,42","89.370.969,93","167.021.392,39"
PI,2201309,BARREIRAS DO PIAUI,"3 .458.031,02","1.141.473,35","7 36.760,81",-,"1 .878.234,16","5.336.265,18"
PI,2201408,BARRO DURO,"6 .414.319,29","2.117.324,70","2.171.159,21",-,"4 .288.483,91","10.702.803,20"
PI,2201507,BATALHA,"2 3.694.927,08","7 .821.539,92","5.913.057,96","1.984.650,47","15.719.248,35","39.414.175,43"
PI,2201556,BELA VISTA DO PIAUI,"3 .803.887,22","1.255.638,20","1.399.757,63","3 82.920,13","3.038.315,96","6.842.203,18"
PI,2201572,BELEM DO PIAUI,"6 .570.003,75","2.168.715,12","3.217.172,63","6 27.209,33","6.013.097,08","12.583.100,83"
PI,2201606,BENEDITINOS,"1 6.172.029,75","5 .338.280,89","1 1.830.803,36","669.058,76","1 7.838.143,01","34.010.172,76"
PI,2201705,BERTOLINIA,"7 .982.567,81","2.634.993,25","6.321.969,91",-,"8 .956.963,16","16.939.530,97"
PI,2201739,BETANIA DO PIAUI,"1 0.063.050,97","3 .321.747,09","5.825.384,44","3 21.584,03","9.468.715,56","19.531.766,53"
PI,2201770,BOA HORA,"6 .943.810,15","2.292.106,16","4 88.805,48",-,"2 .780.911,64","9.724.721,79"
PI,2201804,BOCAINA,"2 .703.477,18","892.400,08",-,"1 49.207,00","1.041.607,08","3.745.084,26"
PI,2201903,BOM JESUS,"3 7.499.328,23","12.378.282,15","19.649.615,87","1 .692.070,83","33.719.968,85","71.219.297,08"
PI,2201919,BOM PRINCIPIO DO PIAUI,"6 .518.280,63","2.151.641,66","1.671.988,91","5 38.465,81","4.362.096,38","10.880.377,01"
PI,2201929,BONFIM DO PIAUI,"6 .059.841,21","2.000.313,81","2.713.582,83","4 90.434,15","5.204.330,79","11.264.172,00"
PI,2201945,BOQUEIRAO DO PIAUI,"7 .956.016,54","2.626.228,85","3.411.067,36","7 40.358,40","6.777.654,61","14.733.671,15"
PI,2201960,BRASILEIRA,"1 1.573.672,26","3 .820.393,26","6.849.399,58","8 85.972,60","1 1.555.765,44","23.129.437,70"
PI,2201988,BREJO DO PIAUI,"4 .889.992,94","1.614.154,58","1.416.404,78","4 23.614,52","3.454.173,88","8.344.166,82"
PI,2202000,BURITI DOS LOPES,"2 4.851.656,66","8 .203.368,77","1 2.811.178,13","2 .117.840,49","23.132.387,39","47.984.044,05"
PI,2202026,BURITI DOS MONTES,"1 5.996.443,36","5 .280.320,97","1 0.647.778,08","1 .545.418,71","17.473.517,76","33.469.961,12"
PI,2202059,CABECEIRAS DO PIAUI,"1 2.684.325,48","4 .187.012,60","9.227.911,93",-,"1 3.414.924,53","26.099.250,01"
PI,2202075,CAJAZEIRAS DO PIAUI,"4 .361.630,83","1.439.745,71","3.443.560,91","1 81.285,03","5.064.591,65","9.426.222,48"
PI,2202083,CAJUEIRO DA PRAIA,"1 0.813.826,71","3 .569.573,23","5.953.021,95","1.060.857,33","10.583.452,51","21.397.279,22"
PI,2202091,CALDEIRAO GRANDE DO PIAUI,"7 .743.011,16","2.555.917,17","3.603.323,76","7 00.870,47","6.860.111,40","14.603.122,56"
PI,2202109,CAMPINAS DO PIAUI,"1 0.302.589,98","3 .400.817,34","5.553.600,22","7 53.035,28","9.707.452,84","20.010.042,82"
PI,2202117,CAMPO ALEGRE DO FIDALGO,"7 .510.816,99","2.479.271,40","4.944.549,82","4 35.315,30","7.859.136,52","15.369.953,51"
PI,2202133,CAMPO GRANDE DO PIAUI,"7 .266.331,22","2.398.568,25","4.637.381,66","6 60.341,74","7.696.291,65","14.962.622,87"
PI,2202174,CAMPO LARGO DO PIAUI,"1 4.767.168,76","4 .874.545,50","9.660.467,53",-,"1 4.535.013,03","29.302.181,79"
PI,2202208,CAMPO MAIOR,"4 8.515.003,41","16.014.484,23","21.190.946,95","4 .784.615,80","41.990.046,98","90.505.050,39"
PI,2202251,CANAVIEIRA,"3 .987.133,76","1.316.126,69","7 81.536,13",-,"2 .097.662,82","6.084.796,58"
PI,2202307,CANTO DO BURITI,"1 7.553.511,44","5 .794.298,93","5.805.885,01",-,"1 1.600.183,94","29.153.695,38"
PI,2202406,CAPITAO DE CAMPOS,"1 5.183.278,86","5 .011.900,71","4.457.460,08",-,"9 .469.360,79","24.652.639,65"
PI,2202455,CAPITAO GERVASIO OLIVEIRA,"5 .045.487,25","1.665.482,23","1.661.466,19","4 03.176,18","3.730.124,60","8.775.611,85"
PI,2202505,CARACOL,"1 4.756.899,13","4 .871.155,56","6.318.383,62",-,"1 1.189.539,18","25.946.438,31"
PI,2202539,CARAUBAS DO PIAUI,"6 .872.727,66","2.268.642,30","2.856.180,86",-,"5 .124.823,16","11.997.550,82"
PI,2202554,CARIDADE DO PIAUI,"1 0.548.789,69","3 .482.086,25","9.524.703,55","8 34.919,83","1 3.841.709,63","24.390.499,32"
PI,2202604,CASTELO DO PIAUI,"2 0.437.099,10","6 .746.152,29","5.106.708,57",-,"1 1.852.860,86","32.289.959,96"
PI,2202653,CAXINGO,"8 .202.518,37","2.707.597,49","5.558.224,52",-,"8 .265.822,01","16.468.340,38"
PI,2202703,COCAL,"2 9.193.919,26","9 .636.721,16","1 6.164.315,94","2 .707.217,64","28.508.254,74","57.702.174,00"
PI,2202711,COCAL DE TELHA,"7 .592.007,57","2.506.071,88","4.055.779,86",-,"6 .561.851,74","14.153.859,31"
PI,2202729,COCAL DOS ALVES,"6 .812.589,41","2.248.791,06","4.025.741,96","6 02.223,26","6.876.756,28","13.689.345,69"
PI,2202737,COIVARAS,"5 .801.095,50","1.914.903,55","2.517.519,55",-,"4 .432.423,10","10.233.518,60"
UF,Código IBGE,Entidade,"Receita da contribuição de estados e
municípios ao Fundeb","Complementação
VAAF","Complementação
VAAT","Complementação
VAAR","Complementação da
União Total","Total das receitas
previstas"
PI,2202752,COLONIA DO GURGUEIA,"8 .545.340,98","2.820.760,98","5.743.068,48","6 07.790,36","9.171.619,82","17.716.960,80"
PI,2202778,COLONIA DO PIAUI,"7 .830.814,53","2.584.900,48","5.411.181,78","7 66.613,75","8.762.696,01","16.593.510,54"
PI,2202802,CONCEICAO DO CANINDE,"6 .191.124,78","2.043.649,66","3.528.834,14","5 22.746,76","6.095.230,56","12.286.355,34"
PI,2202851,CORONEL JOSE DIAS,"3 .373.313,43","1.113.508,63",-,-,"1 .113.508,63","4.486.822,06"
PI,2202901,CORRENTE,"2 7.410.053,56","9 .047.878,80","9.084.897,41","1.997.327,25","20.130.103,46","47.540.157,02"
PI,2203008,CRISTALANDIA DO PIAUI,"9 .548.456,62","3.151.882,87","4.744.307,84","6 17.435,05","8.513.625,76","18.062.082,38"
PI,2203107,CRISTINO CASTRO,"1 5.366.709,84","5 .072.450,07","1 0.591.801,87","642.413,92","1 6.306.665,86","31.673.375,70"
PI,2203206,CURIMATA,"1 3.281.917,14","4 .384.273,68","8.638.486,56","9 56.877,89","1 3.979.638,13","27.261.555,27"
PI,2203230,CURRAIS,"1 0.693.187,49","3 .529.751,02","7.773.103,33","4 17.710,14","1 1.720.564,49","22.413.751,98"
PI,2203271,CURRAL NOVO DO PIAUI,"5 .496.797,57","1.814.456,80",-,"4 77.910,64","2.292.367,44","7.789.165,01"
PI,2203255,CURRALINHOS,"6 .766.514,77","2.233.582,12","3.333.872,52","5 11.065,83","6.078.520,47","12.845.035,24"
PI,2203305,DEMERVAL LOBAO,"2 0.621.654,02","6 .807.072,65","1 0.320.548,56","1 .852.781,29","18.980.402,50","39.602.056,52"
PI,2203354,DIRCEU ARCOVERDE,"8 .991.545,89","2.968.050,29","1.727.280,18",-,"4 .695.330,47","13.686.876,36"
PI,2203404,DOM EXPEDITO LOPES,"6 .176.476,53","2.038.814,36","3.029.947,51","6 17.974,45","5.686.736,32","11.863.212,85"
PI,2203453,DOM INOCENCIO,"8 .058.213,29","2.659.963,32",-,"7 16.689,83","3.376.653,15","11.434.866,44"
PI,2203420,DOMINGOS MOURAO,"7 .757.976,97","2.560.857,29","4.634.580,59","5 86.315,65","7.781.753,53","15.539.730,50"
PI,2203503,ELESBAO VELOSO,"9 .195.085,31","3.035.237,31","3.148.432,59","8 38.966,85","7.022.636,75","16.217.722,06"
PI,2203602,ELISEU MARTINS,"3 .580.559,94","1.181.919,34","3 70.438,69",-,"1 .552.358,03","5.132.917,97"
PI,2203701,ESPERANTINA,"5 2.109.953,84","17.201.153,77","36.673.511,94","3 .649.909,31","57.524.575,02","109.634.528,86"
PI,2203750,FARTURA DO PIAUI,"8 .691.716,05","2.869.078,43","3.572.415,23","3 39.263,34","6.780.757,00","15.472.473,05"
PI,2203800,FLORES DO PIAUI,"4 .920.586,99","1.624.253,47","1.979.658,47",-,"3 .603.911,94","8.524.498,93"
PI,2203859,FLORESTA DO PIAUI,"3 .350.215,61","1.105.884,18","8 92.532,40","331.484,78","2.329.901,36","5.680.116,97"
PI,2203909,FLORIANO,"4 4.872.768,08","14.812.206,25","18.424.563,06","3 .945.724,64","37.182.493,95","82.055.262,03"
PI,2204006,FRANCINOPOLIS,"5 .939.354,32","1.960.541,88","3.170.226,45","5 30.698,05","5.661.466,38","11.600.820,70"
PI,2204105,FRANCISCO AYRES,"4 .148.416,21","1.369.364,96","5 46.394,64",-,"1 .915.759,60","6.064.175,81"
PI,2204154,FRANCISCO MACEDO,"4 .032.003,02","1.330.937,73","1.537.031,74","2 00.708,42","3.068.677,89","7.100.680,91"
PI,2204204,FRANCISCO SANTOS,"6 .609.018,48","2.181.593,62","3.164.344,11","2 43.595,98","5.589.533,71","12.198.552,19"
PI,2204303,FRONTEIRAS,"1 1.779.213,64","3 .888.241,12","8.552.215,52","5 11.503,76","1 2.951.960,40","24.731.174,04"
PI,2204352,GEMINIANO,"4 .687.762,25","1.547.399,55","9 42.829,73","416.619,83","2.906.849,11","7.594.611,36"
PI,2204402,GILBUES,"1 5.179.874,50","5 .010.776,95","6.844.057,30","3 37.009,91","1 2.191.844,16","27.371.718,66"
PI,2204501,GUADALUPE,"1 2.763.414,85","4 .213.119,48","5.659.206,77",-,"9 .872.326,25","22.635.741,10"
PI,2204550,GUARIBAS,"7 .426.524,58","2.451.447,03","4.295.320,19","5 28.182,07","7.274.949,29","14.701.473,87"
PI,2204600,HUGO NAPOLEAO,"4 .697.012,54","1.550.453,01","2.014.546,23",-,"3 .564.999,24","8.262.011,78"
PI,2204659,ILHA GRANDE,"1 0.425.823,61","3 .441.495,95","4.300.167,81","9 79.600,28","8.721.264,04","19.147.087,65"
PI,2204709,INHUMA,"1 0.967.313,59","3 .620.238,24","5.226.715,44","1.128.199,09","9 .975.152,77","20.942.466,36"
PI,2204808,IPIRANGA DO PIAUI,"1 1.081.359,79","3 .657.884,14","9.211.119,60","9 61.704,30","1 3.830.708,04","24.912.067,83"
PI,2204907,ISAIAS COELHO,"9 .080.632,96","2.997.457,34","4.833.452,37","4 16.719,83","8.247.629,54","17.328.262,50"
PI,2205003,ITAINOPOLIS,"8 .937.938,21","2.950.354,74","2.586.026,00","9 19.200,09","6.455.580,83","15.393.519,04"
PI,2205102,ITAUEIRA,"7 .590.328,62","2.505.517,66","2.087.905,11","5 48.670,76","5.142.093,53","12.732.422,15"
PI,2205151,JACOBINA DO PIAUI,"1 3.196.307,61","4 .356.014,54","1 0.992.256,01","1 .181.635,49","16.529.906,04","29.726.213,65"
PI,2205201,JAICOS,"1 4.434.587,88","4 .764.762,73","4.138.493,32","8 06.953,80","9.710.209,85","24.144.797,73"
PI,2205250,JARDIM DO MULATO,"4 .825.308,46","1.592.802,65","2.085.362,93","1 48.463,69","3.826.629,27","8.651.937,73"
PI,2205276,JATOBA DO PIAUI,"5 .343.451,25","1.763.838,19","6 22.451,50",-,"2 .386.289,69","7.729.740,94"
PI,2205300,JERUMENHA,"4 .589.022,89","1.514.806,34","8 44.793,01",-,"2 .359.599,35","6.948.622,24"
PI,2205359,JOAO COSTA,"2 .904.060,37","958.611,27","7 0.489,68","2 63.867,65","1.292.968,60","4.197.028,97"
PI,2205409,JOAQUIM PIRES,"1 5.667.022,71","5 .171.581,37","8.190.449,41",-,"1 3.362.030,78","29.029.053,49"
PI,2205458,JOCA MARQUES,"1 1.930.823,49","3 .938.286,53","1 2.238.039,85",-,"1 6.176.326,38","28.107.149,87"
PI,2205508,JOSE DE FREITAS,"3 7.535.521,65","12.390.229,35","14.519.958,20","3 .537.236,98","30.447.424,53","67.982.946,18"
PI,2205516,JUAZEIRO DO PIAUI,"6 .920.533,75","2.284.422,77","2.281.645,47",-,"4 .566.068,24","11.486.601,99"
PI,2205524,JULIO BORGES,"8 .364.930,87","2.761.208,78","4.356.982,58",-,"7 .118.191,36","15.483.122,23"
PI,2205532,JUREMA,"6 .183.014,58","2.040.972,54","2.991.299,09",-,"5 .032.271,63","11.215.286,21"
PI,2205557,LAGOA ALEGRE,"1 3.277.565,31","4 .382.837,17","6.525.728,86",-,"1 0.908.566,03","24.186.131,34"
PI,2205573,LAGOA DE SAO FRANCISCO,"9 .599.834,07","3.168.842,22","4.788.876,59","9 06.099,22","8.863.818,03","18.463.652,10"
PI,2205565,LAGOA DO BARRO DO PIAUI,"5 .572.714,14","1.839.516,36",-,-,"1 .839.516,36","7.412.230,50"
PI,2205581,LAGOA DO PIAUI,"5 .268.504,59","1.739.098,79","2.303.742,84","5 50.339,75","4.593.181,38","9.861.685,97"
PI,2205599,LAGOA DO SITIO,"5 .043.947,19","1.664.973,86","1.745.925,33","1 95.829,43","3.606.728,62","8.650.675,81"
PI,2205540,LAGOINHA DO PIAUI,"3 .106.379,35","1.025.395,44","1.117.351,64",-,"2 .142.747,08","5.249.126,43"
PI,2205607,LANDRI SALES,"9 .257.347,96","3.055.789,81","4.927.885,77","3 36.304,81","8.319.980,39","17.577.328,35"
PI,2205706,LUIS CORREIA,"2 9.530.239,90","9 .747.738,39","1 0.810.692,05",-,"2 0.558.430,44","50.088.670,34"
PI,2205805,LUZILANDIA,"3 5.353.687,32","11.670.020,16","21.754.533,21","2 .655.010,22","36.079.563,59","71.433.250,91"
PI,2205854,MADEIRO,"1 0.594.620,44","3 .497.214,68",-,"9 47.842,96","4.445.057,64","15.039.678,08"
PI,2205904,MANOEL EMIDIO,"5 .149.869,55","1.699.938,14","2.066.367,86","4 68.680,32","4.234.986,32","9.384.855,87"
PI,2205953,MARCOLANDIA,"1 1.875.456,37","3 .920.010,21","4.508.363,19","1.271.676,39","9 .700.049,79","21.575.506,16"
PI,2206001,MARCOS PARENTE,"5 .492.157,58","1.812.925,18","2.409.492,40",-,"4 .222.417,58","9.714.575,16"
PI,2206050,MASSAPE DO PIAUI,"5 .540.575,01","1.828.907,45","9 26.982,14",-,"2 .755.889,59","8.296.464,60"
PI,2206100,MATIAS OLIMPIO,"1 2.635.409,51","4 .170.865,76","6.869.597,96","1.109.307,96","12.149.771,68","24.785.181,19"
PI,2206209,MIGUEL ALVES,"5 8.516.739,97","19.315.991,83","43.577.835,57","1 .956.228,68","64.850.056,08","123.366.796,05"
PI,2206308,MIGUEL LEAO,"2 .122.826,17","700.730,99","3 6.352,84","96.370,18","833.454,01","2.956.280,18"
PI,2206357,MILTON BRANDAO,"5 .963.992,76","1.968.674,87","1.401.301,54","5 04.729,77","3.874.706,18","9.838.698,94"
PI,2206407,MONSENHOR GIL,"1 0.933.520,42","3 .609.083,34","4.475.397,79",-,"8 .084.481,13","19.018.001,55"
PI,2206506,MONSENHOR HIPOLITO,"1 0.617.718,71","3 .504.839,27","7.016.702,35",-,"1 0.521.541,62","21.139.260,33"
PI,2206605,MONTE ALEGRE DO PIAUI,"1 2.393.346,55","4 .090.962,36","3.109.288,51","5 10.187,82","7.710.438,69","20.103.785,24"
PI,2206654,MORRO CABECA NO TEMPO,"7 .667.890,55","2.531.120,35","4.378.270,61","4 42.803,85","7.352.194,81","15.020.085,36"
PI,2206670,MORRO DO CHAPEU DO PIAUI,"1 0.938.859,78","3 .610.845,83","7.863.062,28","3 90.440,63","1 1.864.348,74","22.803.208,52"
PI,2206696,MURICI DOS PORTELAS,"9 .052.773,55","2.988.261,14","2.406.462,78",-,"5 .394.723,92","14.447.497,47"
PI,2206704,NAZARE DO PIAUI,"6 .419.978,15","2.119.192,66","2.335.906,98","2 90.801,71","4.745.901,35","11.165.879,50"
PI,2206720,NAZARIA,"1 1.661.182,99","3 .849.279,98","5.320.606,52",-,"9 .169.886,50","20.831.069,49"
PI,2206753,NOSSA SENHORA DE NAZARE,"1 2.731.393,90","4 .202.549,57","8.870.559,47","5 79.811,28","1 3.652.920,32","26.384.314,22"
PI,2206803,NOSSA SENHORA DOS REMEDIOS,"2 4.120.158,47","7 .961.906,02","1 6.662.977,77",-,"2 4.624.883,79","48.745.042,26"
PI,2207959,NOVA SANTA RITA,"4 .588.355,58","1.514.586,06","2.014.243,60",-,"3 .528.829,66","8.117.185,24"
PI,2206902,NOVO ORIENTE DO PIAUI,"4 .750.729,43","1.568.184,61","2.520.512,19",-,"4 .088.696,80","8.839.426,23"
PI,2206951,NOVO SANTO ANTONIO,"4 .540.847,41","1.498.903,93","2.042.121,78","3 73.868,20","3.914.893,91","8.455.741,32"
PI,2207009,OEIRAS,"3 3.478.179,20","11.050.927,24","12.416.006,32",-,"2 3.466.933,56","56.945.112,76"
PI,2207108,OLHO DAGUA DO PIAUI,"3 .890.889,98","1.284.357,25","1.334.848,68","1 63.717,35","2.782.923,28","6.673.813,26"
PI,2207207,PADRE MARCOS,"9 .546.806,91","3.151.338,31","5.855.189,26","7 85.767,66","9.792.295,23","19.339.102,14"
PI,2207306,PAES LANDIM,"4 .766.439,94","1.573.370,54","1.296.050,15","4 39.605,45","3.309.026,14","8.075.466,08"
PI,2207355,PAJEU DO PIAUI,"3 .135.613,46","1.035.045,42","1.195.130,05","2 61.944,31","2.492.119,78","5.627.733,24"
PI,2207405,PALMEIRA DO PIAUI,"6 .804.378,29","2.246.080,62","4.982.027,87","5 63.458,73","7.791.567,22","14.595.945,51"
PI,2207504,PALMEIRAIS,"1 8.157.769,03","5 .993.760,39","6.836.281,21","9 44.094,75","1 3.774.136,35","31.931.905,38"
PI,2207553,PAQUETA,"9 .157.219,14","3.022.737,94","4.126.692,10","7 79.976,41","7.929.406,45","17.086.625,59"
PI,2207603,PARNAGUA,"9 .806.324,80","3.237.003,46","2.956.189,83","1.023.108,81","7 .216.302,10","17.022.626,90"
PI,2207702,PARNAIBA,"9 7.547.403,61","32.199.757,75","24.983.282,11",-,"5 7.183.039,86","154.730.443,47"
PI,2207751,PASSAGEM FRANCA DO PIAUI,"7 .689.053,79","2.538.106,20","3.312.545,47","6 60.658,71","6.511.310,38","14.200.364,17"
PI,2207777,PATOS DO PIAUI,"7 .576.015,20","2.500.792,90","6.019.261,48","6 18.678,10","9.138.732,48","16.714.747,68"
PI,2207793,PAU DARCO DO PIAUI,"3 .895.763,79","1.285.966,06","1.095.503,93","3 77.548,26","2.759.018,25","6.654.782,04"
PI,2207801,PAULISTANA,"2 2.562.109,89","7 .447.604,40","8.620.977,28",-,"1 6.068.581,68","38.630.691,57"
PI,2207850,PAVUSSU,"4 .471.088,12","1.475.876,84","3.671.194,11","2 88.839,91","5.435.910,86","9.906.998,98"
PI,2207900,PEDRO II,"3 3.941.492,10","11.203.863,79","12.431.019,48","3 .107.486,50","26.742.369,77","60.683.861,87"
PI,2207934,PEDRO LAURENTINO,"2 .170.045,46","716.317,77",-,"8 1.402,24","797.720,01","2.967.765,47"
PI,2208007,PICOS,"4 3.951.870,50","14.508.224,00","11.954.660,66","3 .864.461,07","30.327.345,73","74.279.216,23"
PI,2208106,PIMENTEIRAS,"9 .335.498,61","3.081.586,82","4.959.726,66",-,"8 .041.313,48","17.376.812,09"
PI,2208205,PIO IX,"1 8.417.401,30","6 .079.463,30","1 1.347.479,57",-,"1 7.426.942,87","35.844.344,17"
PI,2208304,PIRACURUCA,"2 4.346.728,41","8 .036.695,27","1 1.132.772,88","2 .543.699,75","21.713.167,90","46.059.896,31"
PI,2208403,PIRIPIRI,"6 5.645.821,48","21.669.254,85","36.755.174,80","5 .926.836,45","64.351.266,10","129.997.087,58"
PI,2208502,PORTO,"1 9.762.194,08","6 .523.370,57","1 2.697.959,35","1 .722.396,91","20.943.726,83","40.705.920,91"
PI,2208551,PORTO ALEGRE DO PIAUI,"3 .181.953,70","1.050.342,03","1.931.709,65","2 54.648,20","3.236.699,88","6.418.653,58"
PI,2208601,PRATA DO PIAUI,"3 .762.757,99","1.242.061,72","9 94.814,53","180.741,22","2.417.617,47","6.180.375,46"
PI,2208650,QUEIMADA NOVA,"1 1.094.935,36","3 .662.365,35","6.871.198,83","7 41.681,91","1 1.275.246,09","22.370.181,45"
PI,2208700,REDENCAO DO GURGUEIA,"1 2.057.805,56","3 .980.202,49","7.068.215,06","3 29.142,97","1 1.377.560,52","23.435.366,08"
UF,Código IBGE,Entidade,"Receita da contribuição de estados e
municípios ao Fundeb","Complementação
VAAF","Complementação
VAAT","Complementação
VAAR","Complementação da
União Total","Total das receitas
previstas"
PI,2208809,REGENERACAO,"2 2.923.697,55","7 .566.962,12","1 7.697.295,13","1 .798.971,62","27.063.228,87","49.986.926,42"
PI,2208858,RIACHO FRIO,"1 1.822.524,58","3 .902.537,78","8.399.350,21","9 82.361,43","1 3.284.249,42","25.106.774,00"
PI,2208874,RIBEIRA DO PIAUI,"4 .792.014,95","1.581.812,69","8 77.110,08","174.756,47","2.633.679,24","7.425.694,19"
PI,2208908,RIBEIRO GONCALVES,"9 .118.851,31","3.010.072,97","9 86.436,10","656.162,47","4.652.671,54","13.771.522,85"
PI,2209005,RIO GRANDE DO PIAUI,"6 .418.210,83","2.118.609,27","3.396.112,84","5 21.655,01","6.036.377,12","12.454.587,95"
PI,2209104,SANTA CRUZ DO PIAUI,"5 .790.652,02","1.911.456,23","3.510.829,59",-,"5 .422.285,82","11.212.937,84"
PI,2209153,SANTA CRUZ DOS MILAGRES,"3 .535.858,11","1.167.163,56","2 21.754,44",-,"1 .388.918,00","4.924.776,11"
PI,2209203,SANTA FILOMENA,"7 .000.515,80","2.310.824,33","1.661.543,19","6 14.896,07","4.587.263,59","11.587.779,39"
PI,2209302,SANTA LUZ,"7 .155.346,36","2.361.932,87","4.154.275,69",-,"6 .516.208,56","13.671.554,92"
PI,2209377,SANTA ROSA DO PIAUI,"4 .420.416,00","1.459.150,31","1 15.703,69",-,"1 .574.854,00","5.995.270,00"
PI,2209351,SANTANA DO PIAUI,"5 .357.281,10","1.768.403,33","2.572.788,57","4 34.130,69","4.775.322,59","10.132.603,69"
PI,2209401,SANTO ANTONIO DE LISBOA,"4 .397.311,97","1.451.523,83","1.522.216,64",-,"2 .973.740,47","7.371.052,44"
PI,2209450,SANTO ANTONIO DOS MILAGRES,"3 .567.873,27","1.177.731,55","1.035.565,09","3 36.324,11","2.549.620,75","6.117.494,02"
PI,2209500,SANTO INACIO DO PIAUI,"5 .387.975,11","1.778.535,22","3.653.247,72","2 61.332,96","5.693.115,90","11.081.091,01"
PI,2209559,SAO BRAZ DO PIAUI,"5 .923.302,52","1.955.243,29","3.477.537,24","4 04.787,54","5.837.568,07","11.760.870,59"
PI,2209609,SAO FELIX DO PIAUI,"3 .810.637,94","1.257.866,58","1.547.017,13",-,"2 .804.883,71","6.615.521,65"
PI,2209658,SAO FRANCISCO DE ASSIS DO PIAUI,"7 .599.263,22","2.508.466,92","5.607.842,54","2 27.517,72","8.343.827,18","15.943.090,40"
PI,2209708,SAO FRANCISCO DO PIAUI,"6 .202.729,49","2.047.480,30","1.313.500,08","5 10.116,76","3.871.097,14","10.073.826,63"
PI,2209757,SAO GONCALO DO GURGUEIA,"3 .236.471,05","1.068.337,85",-,"2 82.949,35","1.351.287,20","4.587.758,25"
PI,2209807,SAO GONCALO DO PIAUI,"3 .835.849,15","1.266.188,63","1 50.547,36",-,"1 .416.735,99","5.252.585,14"
PI,2209856,SAO JOAO DA CANABRAVA,"7 .044.296,32","2.325.275,99","1.913.898,28","3 43.197,18","4.582.371,45","11.626.667,77"
